State,Latitude,Longitude,Total reported direct emissions
WA,46.12,-122.97,372626.574
MS,32.57,-90.07,31840.88
TN,35.96,-86.49,55969.24
NJ,40.78,-74.12,16929.9
IN,41.63,-87.16,128016.948
PA,41.21,-80.51,169710.36
NE,41.79,-97.09,79599.3
OH,40.97,-82.49,444195
NE,40.87,-96.65,67671.65
KS,38.39,-98.20,52866
MD,39.26,-76.53,16694.336
NH,44.26,-71.63,85735.35
FL,25.97,-80.29,40821.75
ND,46.89,-96.80,45647.616
CA,32.84,-117.15,3419.75
TN,35.32,-89.95,27266.35
OH,41.57,-84.04,303105.956
CO,40.59,-104.83,124617.938
MA,42.29,-72.72,16952
AR,36.07,-90.45,90461
SC,34.01,-80.68,21203
NY,42.05,-73.98,49530.036
MA,42.34,-71.09,27139.196
MI,44.00,-84.80,28194.276
MN,47.29,-91.26,223903.268
PA,41.02,-79.90,7247.594
TN,36.40,-89.15,22952.75
WV,39.25,-81.49,64132.468
IL,42.05,-87.67,70778.984
IL,41.90,-87.62,25737.702
IL,41.41,-88.34,45640.1
LA,30.23,-91.05,584116.792
NJ,40.81,-74.39,15167.342
KY,37.60,-84.31,49540.364
GA,33.56,-83.20,35772.316
NY,43.49,-76.46,187855.752
CA,38.09,-121.39,13399.4
OH,41.47,-83.45,93783.826
AR,35.94,-89.73,469007.624
SC,33.00,-79.88,696472.268
UT,41.88,-112.20,265248.31
NY,42.95,-76.57,93218.636
AL,33.55,-86.81,89224.076
SC,34.38,-79.90,179163.358
AL,34.64,-87.09,497720.156
NC,36.36,-76.81,231434.212
IN,39.97,-86.83,354315.678
MS,32.31,-90.14,117384.74
IL,41.18,-87.86,112760.88
OH,40.57,-83.14,72851.212
TN,35.05,-90.15,152655.508
NE,42.08,-97.36,205785.772
WA,47.57,-122.37,97512.08
TX,31.35,-96.17,176528.392
AR,35.90,-89.78,454106.278
SD,43.43,-97.26,192851.524
TX,30.27,-97.67,70161.10741
TX,30.24,-97.87,115280.1829
AZ,33.33,-111.86,105242.9537
NY,40.66,-73.95,29092.222
NY,42.65,-73.75,76494.612
FL,26.17,-81.66,28741.704
NY,40.65,-74.02,35465.016
NY,40.73,-73.59,174718.8
TX,30.03,-94.06,553348.556
MD,39.14,-77.22,57024.882
CO,39.93,-108.40,49309.164
AZ,32.42,-110.04,13003.252
WY,41.76,-110.60,2669472.44
WA,47.56,-122.65,43005.334
IL,42.31,-87.83,26388.75
CT,41.40,-72.09,13733.736
MD,39.00,-77.10,37139.758
KS,39.17,-94.70,1571225.858
UT,40.06,-111.73,230468.596
NE,40.62,-95.78,6871503.242
NE,40.28,-100.16,54471.344
TX,29.96,-94.00,54835.544
WI,44.19,-88.51,281651.748
WY,44.29,-105.38,811382.244
WY,44.29,-105.38,9217.016
KY,37.82,-85.54,74445.5
IL,41.77,-89.61,856500.976
TX,29.33,-98.67,108526
LA,30.29,-93.29,1722292.002
WI,43.71,-87.75,20303.124
OK,35.61,-97.50,23553.912
IA,41.51,-90.61,30452.084
IN,40.04,-85.75,70125.834
PA,40.94,-80.37,197731.418
MI,42.32,-86.29,2764829.852
CT,41.28,-72.90,27927.972
MO,36.51,-89.56,4979194.24
LA,30.00,-89.94,87805.52
NY,40.84,-73.94,48392.212
NY,40.62,-73.92,91087.002
SC,34.85,-80.89,182737.024
CA,34.05,-117.54,216173.336
CA,34.14,-119.18,116365.912
NJ,40.72,-74.13,31994.532
NJ,40.71,-74.13,1538683.548
NH,43.10,-70.78,46849.458
NH,43.10,-70.80,499046.952
TX,31.99,-106.43,1639259.772
CA,33.66,-117.86,97337.01182
IL,38.94,-88.28,3692400.95
TX,30.34,-93.84,140455.25
TX,35.28,-101.75,396509.98
CA,33.24,-115.50,47482.224
LA,29.95,-90.15,3930378.336
NY,40.92,-73.13,172930.85
IN,40.10,-85.97,518384.28
LA,30.00,-90.40,3409664.172
NY,40.72,-73.97,20373.324
PA,40.19,-78.93,29441.088
KY,38.73,-85.00,352251.384
IL,42.33,-87.84,66123.452
NE,41.33,-95.95,1795184.334
WA,46.12,-122.97,44357.532
UT,41.93,-112.05,6917.5
NV,40.88,-117.15,1638071.19
PA,40.69,-75.48,120731.594
MO,39.12,-94.56,31685.138
OK,36.43,-95.70,3750991.566
AZ,35.18,-111.65,19782.576
ME,44.81,-68.75,24478.508
NY,40.92,-73.34,2371144.138
CA,37.38,-122.02,28477.792
FL,30.42,-81.55,2713736.228
IA,43.13,-95.89,57584.8
AZ,33.68,-112.47,104353.876
IL,41.89,-87.62,23332.158
MS,33.42,-88.40,32411.928
IA,41.50,-90.65,52044.004
AZ,34.50,-110.34,97249.974
IN,41.31,-84.85,25269.104
FL,27.65,-81.51,25715.988
KY,38.77,-85.00,219010.36
TX,32.38,-94.71,59014.24
LA,30.08,-90.86,1093103.664
MO,38.73,-93.21,32294.924
AL,33.23,-87.51,247481.15
TX,27.82,-97.42,599339.228
MN,46.02,-94.34,1115.696
TX,29.31,-98.32,742709.9771
IL,41.98,-87.90,68289.442
NY,42.98,-78.16,27787.896
TN,36.23,-83.72,207047.442
VA,39.26,-78.08,179497.2
AL,33.45,-87.04,895161.25
GA,33.97,-83.77,47840.5
IN,40.72,-86.35,29045.176
MI,42.71,-83.25,83406.55
SC,33.13,-80.36,57330.25
LA,30.06,-90.83,61625.968
LA,30.19,-90.98,153603.978
MI,43.94,-86.43,42653.24
LA,29.99,-90.46,1718285.632
TX,27.89,-97.23,1789101.868
NJ,40.03,-74.25,55823.898
TX,30.02,-94.04,779096.908
OK,35.55,-99.29,2486.94
VA,38.70,-77.24,337101.418
KY,37.41,-86.94,39194.9
OH,39.33,-82.11,27342.048
KY,38.21,-85.26,36106.064
OH,39.88,-82.31,48262.754
OK,35.45,-97.65,103107.3
OK,34.91,-97.92,39378.748
OK,36.12,-97.09,24561.7
VA,37.59,-77.53,72589.25
IL,38.90,-90.10,19398.822
CA,33.94,-117.84,440492.25
MN,44.04,-92.58,13736.5
MN,44.03,-92.43,56009.338
CA,33.99,-117.68,10513.512
WA,47.50,-122.78,896.25
ID,42.87,-112.41,36552.9709
OR,45.52,-122.43,151315.2395
IL,40.47,-88.40,190741.432
NY,43.00,-76.11,168902.82
NC,34.80,-77.54,70020.75
NY,42.78,-77.17,95175.05
TX,28.87,-96.01,368337.14
VA,38.24,-78.03,28845.25
FL,28.48,-81.22,71844.5
MI,42.17,-86.28,28560.6
WI,43.15,-88.12,74099.876
OR,44.56,-123.28,35505.214
OH,40.85,-81.77,35504.762
FL,28.79,-81.08,286129.75
OH,39.06,-82.64,24078.93
NY,43.35,-76.43,25204.616
CA,32.61,-117.01,121002
MI,43.05,-85.96,66719.95
OH,41.52,-83.02,7814.45
IA,41.08,-92.48,38844.8
WI,44.29,-88.34,54978.2
KY,38.14,-85.72,45129.63
PA,41.25,-78.74,81061.644
OK,35.67,-95.27,66357.684
TN,35.63,-88.91,42691.264
NY,42.58,-73.87,45826.48
GA,33.54,-84.61,26709.952
MO,37.07,-94.62,53072.56
KS,39.15,-94.61,42693.596
OH,40.07,-82.40,45481.432
TX,32.44,-96.85,55021.752
NY,42.96,-76.56,75909.084
CO,40.46,-104.85,116002.116
OH,39.95,-82.02,81425.032
PA,41.24,-78.79,21881.432
CA,37.72,-121.49,88630
NC,35.95,-80.21,65967.128
TX,31.51,-97.17,112768.836
CA,34.00,-118.22,62255.524
IN,40.06,-85.85,73130.32
IL,41.13,-88.83,70118.16
OR,45.56,-122.56,15787.448
VA,36.60,-79.32,49255.572
VA,37.39,-76.80,56430.748
KY,37.78,-87.10,63790.66
WV,39.31,-77.80,13791.848
TX,29.84,-93.96,280671.086
OK,36.55,-97.85,373452.778
TX,29.73,-95.11,42090.392
TX,29.72,-95.11,91570.66
TX,29.72,-95.07,1172469.828
TX,31.19,-96.49,12617335.95
KS,37.63,-94.64,62439.7
IN,38.86,-87.42,611494.5
IN,38.86,-87.42,737425.5
KS,37.58,-97.43,121582.492
NJ,40.06,-74.17,118245.864
RI,42.01,-71.67,458753.033
RI,42.01,-71.67,393076.999
AZ,33.42,-111.91,360846.812
TX,31.84,-102.33,1614773.516
WV,39.97,-80.55,679714.5
FL,27.60,-80.79,2985908.556
FL,27.34,-80.69,58437.098
OK,35.39,-97.94,86142
CA,36.85,-120.64,30190.036
CA,37.00,-121.54,54730.944
CA,36.28,-119.80,514.748
FL,28.37,-80.79,121459.152
TX,28.97,-95.38,1975286.044
LA,30.24,-91.11,8672.768
NY,43.08,-79.03,16627.988
TN,35.31,-84.78,41708.99
VT,43.71,-73.06,29528.532
OK,36.01,-95.70,1592411.7
PA,40.42,-75.94,1671348.656
TX,29.82,-95.11,2020072.016
TX,30.08,-94.07,71537.272
TX,30.15,-93.73,177666.672
FL,27.87,-81.83,183962.468
NY,41.40,-74.39,47296.05
NC,35.97,-79.08,18419.75
CA,33.36,-117.11,8787.016
OH,41.67,-83.45,2203336.836
LA,29.73,-91.48,147732.232
FL,28.44,-81.41,440458.068
CA,34.13,-119.17,280322.56
OK,36.73,-96.09,75931.3
FL,28.05,-81.81,944753.4
AR,34.59,-92.22,291159.762
NY,43.46,-76.53,47052.28
CA,32.57,-116.92,829483.576
NM,32.90,-105.94,33066
MI,42.46,-85.69,111493.932
IA,41.10,-92.56,4468686.398
LA,32.71,-92.07,1124232.832
AL,31.15,-87.99,207192.964
SC,33.55,-81.66,29025.44
TX,35.12,-101.86,64160.18
SC,34.44,-82.66,29453.608
CA,37.50,-122.41,148918.5
MI,41.79,-85.65,16646.088
LA,30.58,-91.24,270984.264
PA,41.60,-75.87,20097.872
CA,34.22,-119.22,3965.25
TX,29.73,-95.15,103543.26
AR,35.09,-93.21,20498
FL,27.86,-82.60,2169040.422
ID,42.69,-111.59,478489.786
WY,41.58,-109.25,164431.938
NV,36.32,-115.02,126225.924
CA,37.53,-122.03,39609.8
CA,38.68,-121.76,36833.912
GA,30.69,-83.30,78107.708
LA,30.86,-93.38,332050.436
MI,44.22,-86.29,202143.784
WI,45.45,-89.74,150852.032
OH,41.73,-81.25,1756.466
AZ,35.00,-110.34,3356.75
SC,34.93,-82.08,14145.75
CA,37.45,-122.10,1090.75
CA,33.79,-118.35,19513
TX,35.48,-101.05,176811.364
IN,40.80,-85.83,57274.784
TX,33.72,-95.57,46078.876
WI,45.94,-90.45,125.3
NY,40.84,-73.86,48335.548
TX,29.72,-95.21,389718.53
NJ,40.71,-74.14,32720.076
IL,41.39,-89.87,187187.442
IA,41.59,-90.57,24187.208
NJ,40.83,-74.16,40226.048
OR,45.46,-122.61,19373.428
LA,30.23,-91.05,1458822.858
GA,33.47,-81.97,1877928.274
OH,40.71,-84.14,1730840.732
NC,35.36,-76.78,327369.722
FL,28.37,-82.56,139657.548
FL,30.60,-87.13,96479.636
TX,28.92,-99.09,180956.32
PA,41.48,-75.54,31595.344
PA,40.26,-76.67,48638.914
ME,44.74,-68.83,32835.898
MI,43.28,-83.87,31314.65
IL,40.74,-89.80,30500.59
FL,30.58,-87.39,172168.5
VA,36.80,-76.29,31106.632
MD,38.38,-75.53,41822.292
NC,36.14,-77.22,155561.768
VA,37.74,-75.66,55998.964
MN,46.59,-95.56,31176.618
IL,38.02,-89.31,79139.25
SD,44.12,-103.28,247773.394
VA,37.24,-77.37,115574.25
AK,64.75,-147.38,39910.77
AK,61.08,-146.25,82655.378
CA,39.36,-122.27,864937.544
CA,38.02,-121.76,1363628.348
CA,40.74,-124.21,257010.766
MI,42.21,-85.55,90840.934
TX,31.76,-106.38,99060.476
MD,39.30,-76.56,5262.514
VA,37.34,-77.28,36156.516
MT,45.78,-108.48,976786.558
LA,29.68,-89.98,1841565.362
LA,30.24,-93.27,1538259.626
WA,48.83,-122.69,832109.616
CA,35.04,-120.59,150634.676
AZ,34.78,-112.08,795292.752
OH,39.08,-82.96,227170.2
TX,33.15,-94.98,60338.972
VA,38.63,-78.78,23766.16
IL,41.38,-88.85,89720.928
NC,34.75,-79.41,209695.5
MN,44.82,-93.09,63578.85
GA,34.29,-84.38,101978.598
OH,39.59,-82.71,22125.15
IA,42.46,-93.06,105543.952
GA,33.24,-84.12,108185.25
FL,28.49,-81.65,56054
MS,32.38,-88.61,17951
MI,42.76,-82.75,204869.458
FL,27.87,-82.67,358877.586
IA,40.97,-94.80,109783.336
CA,34.45,-118.61,9907.712
MO,38.70,-93.26,29478.648
ME,44.51,-70.24,60069.882
LA,30.48,-91.21,632244.376
CO,39.86,-105.23,10929.908
TX,34.18,-101.63,120904.544
MA,42.04,-71.30,4099.45
TX,33.10,-94.99,55758.25
KS,37.38,-97.97,101465.35
TN,35.17,-89.96,99430.676
IA,42.33,-93.66,113089.824
OH,41.18,-83.38,120292.948
IA,42.32,-94.29,111035.98
IN,40.41,-85.02,125470.228
IN,40.30,-85.65,115215.216
MN,43.58,-93.30,66885.248
MO,39.25,-91.64,72298.428
OH,41.12,-83.97,129141.262
MI,43.47,-83.41,97600.832
SD,45.45,-98.14,76972.96
IA,43.29,-93.39,101574.568
SD,43.10,-96.48,104773.256
IN,40.95,-85.78,118246.804
MN,43.69,-92.09,76523.212
IN,39.57,-85.82,133822.244
SD,43.80,-98.10,105983.9
IA,42.74,-92.62,174033.944
IA,42.33,-95.35,176217.936
IA,42.51,-93.28,152018.828
IA,41.52,-94.38,173039.348
SD,43.37,-96.96,71452.268
IA,43.09,-94.65,0
SD,43.15,-97.73,15800.94
NE,40.61,-97.60,174822.492
TX,30.83,-94.92,11004
MN,44.12,-94.09,16602.198
MN,45.87,-95.37,30920.372
WA,48.09,-122.80,94477.176
OK,35.88,-95.56,29675.75
ME,43.12,-70.73,51421.756
MI,42.31,-85.16,32999.076
TX,27.82,-97.49,10873.194
CA,38.23,-121.98,82891.5
OH,39.56,-82.95,18712.18
LA,30.23,-93.29,81932.892
PA,39.84,-75.37,24306.408
IL,38.28,-89.67,12496788.58
IN,41.50,-86.17,39684.15
IL,41.35,-88.10,137951.696
MO,37.52,-94.27,53585.8
CT,41.54,-72.56,34324.12
GA,33.66,-83.99,79134.902
NY,40.59,-74.20,93645.148
OH,39.69,-84.64,37492.25
TX,29.87,-93.97,2174033.724
MO,37.86,-90.52,35180.196
CA,33.49,-117.63,121884.5
MD,38.85,-76.78,61984.836
VA,38.63,-77.43,3050.05
TN,35.64,-88.78,68344.792
OH,41.10,-83.96,101942.416
GA,31.55,-84.11,208709.864
CA,34.21,-119.14,299987.02
MO,37.48,-89.51,158219.904
WI,44.52,-88.00,192009.728
IL,41.79,-87.85,15077.22
TN,35.03,-89.88,135673.14
OK,36.24,-95.28,304748.04
OK,36.23,-95.28,122537.718
WA,48.83,-122.69,637259.64
CO,39.75,-105.00,68392.444
CA,34.02,-118.03,67764.744
WA,48.89,-122.75,13887.148
WA,48.99,-122.27,246884.736
FL,29.72,-81.67,89858
TX,33.57,-101.84,25410.904
TN,35.04,-88.27,352619.51
KY,38.21,-85.85,23221.664
HI,21.35,-158.06,29416.55
FL,26.79,-80.14,1013387.058
CA,33.12,-117.12,704747.788
TX,33.58,-96.62,909829.428
TX,31.06,-97.32,2447615.428
CA,36.65,-120.58,336712.604
PA,40.86,-75.88,186379.648
HI,21.31,-158.11,2157.56
KY,37.26,-86.98,2477875.943
WI,42.67,-88.01,115053.134
TX,33.70,-95.56,270291.848
TX,33.78,-95.57,28668.25
TX,29.69,-95.16,57882.932
TX,29.72,-95.18,1504632.32
TX,29.71,-95.18,37712.594
CA,34.96,-118.84,1775142.816
NC,35.66,-77.36,26942.232
NJ,39.84,-75.26,659694.656
CO,40.22,-103.68,3182032.776
NY,41.08,-74.02,98178.53
CA,33.45,-117.10,4220.984
MS,32.57,-89.32,28601.528
AR,36.22,-90.96,67787.194
NJ,39.77,-75.42,23518.708
LA,27.37,-89.92,54006.742
TX,31.85,-101.78,213586.016
LA,30.01,-90.42,112792.554
LA,32.24,-93.65,247416.442
NM,32.68,-103.15,19869.794
LA,32.23,-93.68,23417.842
OK,34.85,-96.23,37529.06
CO,40.35,-104.59,181812.676
OK,35.83,-99.78,23518.342
OK,35.59,-98.14,54288.49
OK,35.65,-98.90,58762.07
OK,34.82,-97.44,212879.782
OK,36.44,-99.48,75105.904
KS,38.03,-97.98,83067.49
OK,36.78,-97.75,227895.246
TX,29.86,-94.89,326813.852
KS,38.52,-98.35,353769.232
ND,47.89,-102.99,61153.278
ND,47.77,-103.54,31584.886
TX,30.68,-101.22,69924.778
TX,31.24,-103.07,34645.24066
WV,39.87,-80.69,107700.85
AL,30.43,-88.18,119240.862
WY,41.78,-110.34,242288.56
TX,31.81,-103.90,593266.364
TX,32.16,-94.42,2617.294
MS,30.38,-88.50,31070.292
LA,29.71,-91.31,38736.05
TX,31.66,-102.14,48881.156
TX,32.94,-94.89,293.9
LA,30.24,-91.24,32782.678
CO,40.23,-104.80,49254.124
TX,28.67,-96.57,22.5
OK,34.65,-96.17,54468.41
TX,31.64,-102.19,140291.482
TX,31.50,-103.53,207472.994
TX,31.88,-103.81,26589.794
TX,31.39,-103.49,101307.664
TX,31.63,-101.84,206809.354
TX,31.83,-103.91,38894.95577
ND,47.30,-103.10,29687.254
TX,29.07,-95.75,286549.322
PA,40.75,-80.17,36572.268
WY,41.78,-110.33,39984.354
LA,30.24,-91.24,127891.272
LA,31.88,-93.47,272178.024
LA,30.53,-91.38,83335.022
LA,30.01,-91.11,148987.752
TX,31.85,-102.45,13976.162
TX,34.23,-101.28,2748.892
TX,30.63,-101.07,60391.438
IA,41.32,-95.30,13716.464
LA,30.57,-92.13,24974.07
KY,38.26,-83.79,106706.904
CT,41.49,-73.12,52813.108
TX,35.62,-100.97,16757.724
OK,35.79,-97.74,13497.658
MO,39.14,-92.14,30167.066
IN,41.04,-84.81,12390.794
IL,39.63,-89.63,7814.338
KS,37.91,-97.81,62463.276
MO,38.85,-93.37,7790.494
KS,37.10,-100.76,35568.448
KS,38.60,-94.67,32205.898
KS,38.29,-96.19,9670.444
IL,39.47,-90.92,9379.088
IL,39.79,-88.36,23011.364
IN,39.92,-86.26,9333.594
CA,41.02,-121.69,60826.332
CA,39.36,-122.26,35267.226
CA,40.07,-122.21,54075.056
CA,34.90,-117.16,63136.236
CA,36.07,-120.08,19850.084
CA,41.50,-120.87,36353.568
CA,34.73,-114.60,37276.176
TX,30.20,-98.70,138781.682
TX,31.11,-101.57,132615.104
TX,31.26,-103.03,162734.992
TX,30.71,-100.11,136624.89
TX,29.53,-97.04,151012.298
TX,29.73,-97.75,87278.52
TX,32.21,-94.15,53937.556
TX,30.30,-100.64,26950.608
PA,40.35,-77.65,80206.09
OK,35.27,-97.12,52725.26
OH,39.73,-80.92,75216.474
TX,29.33,-96.67,92687.012
TX,31.71,-96.21,62129.516
OK,36.73,-98.69,4887.692
IL,40.28,-88.42,49391.608
MS,31.38,-89.26,73778.36
LA,30.74,-92.34,39209.312
WV,38.11,-81.57,55956.5
CA,37.94,-121.34,0.2
PA,40.82,-77.86,107884.886
NJ,39.99,-75.04,65833.55
PA,41.03,-78.43,162552.488
MO,39.35,-91.23,20357.776
PA,40.50,-80.23,31792.98
DE,38.70,-75.38,36004.722
TX,31.58,-102.96,53593.88
MD,39.44,-76.22,144431.93
LA,32.69,-92.02,870167.124
TX,28.67,-96.57,829166.828
IN,38.53,-87.25,8392006.296
CT,41.33,-72.08,90887.676
MA,42.61,-71.17,47871.52
WI,42.58,-88.04,23687.614
PA,39.91,-75.21,56661.878
VA,37.47,-77.43,39171.7
NJ,40.64,-74.22,2541208.494
CA,33.80,-118.24,938378.42
CA,33.77,-118.29,1580205.138
OK,36.68,-97.09,1826825.072
KY,36.95,-89.08,182888.852
ID,43.49,-116.70,121155.5
KY,37.57,-82.45,46854.75
WV,39.06,-78.97,11069.008
OH,41.62,-83.56,181508.674
IL,38.11,-89.35,65930.008
MS,31.41,-89.09,140827
AR,34.22,-91.90,550445.26
TX,32.44,-94.82,60371
NY,40.74,-73.39,46825.576
AL,33.73,-87.05,53561
GA,31.17,-81.48,54993.742
CA,32.57,-116.92,39889.952
PA,40.27,-75.81,42629
ND,48.23,-103.95,339994.928
ME,44.07,-70.26,22018.968
GU,13.43,144.65,103545.176
NC,35.60,-77.43,23390.5
MA,42.46,-73.22,32443.18
ME,44.50,-70.24,273211.678
PA,39.87,-76.87,439049.458
OH,39.33,-82.97,296977.69
CA,36.00,-119.30,40786.464
AL,32.61,-85.10,4242122.08
NC,35.73,-80.60,1753880.792
TX,34.17,-102.41,217873.964
LA,30.32,-91.24,3031564.612
NE,40.85,-98.35,548706.338
IA,41.56,-93.52,11630.976
MN,43.80,-92.68,85748.986
WV,39.33,-81.36,703795.738
WV,39.37,-81.29,7448324.646
AR,35.66,-89.95,4114882.074
IA,42.73,-96.25,23179.612
WV,37.71,-81.23,72564.75
MN,43.90,-95.05,52041.704
IA,43.28,-95.81,94294.344
IA,42.64,-92.03,184402.156
MN,44.13,-94.27,89322.61
SD,45.30,-96.51,95747.84
IA,41.86,-94.63,79168.252
MO,39.75,-92.39,50100.112
MN,44.85,-93.23,52890.86412
NY,40.79,-73.91,1066797.064
FL,27.73,-81.99,2132058.812
FL,28.02,-81.84,467264.996
OK,36.72,-97.09,11402.408
OK,36.64,-97.11,38825.25
PR,18.10,-66.62,54061.25
IL,37.83,-88.84,426227.5
TX,28.65,-96.55,35303.968
FL,26.09,-80.13,2394754.562
MI,46.05,-86.05,255672.162
NY,40.95,-73.08,335985.266
WI,43.38,-87.87,2644826.148
OR,46.18,-123.17,1516241.708
NM,34.17,-103.37,32181.728
PA,40.91,-75.08,3029.65
IN,41.63,-87.17,228877.688
VA,38.54,-77.28,919589.516
VA,39.05,-77.58,1907962.328
MA,42.24,-70.97,13611.384
NC,35.71,-78.84,29481.088
TX,31.79,-99.09,23963.46
IA,41.37,-91.11,26853.748
NY,40.62,-74.07,33356.276
TX,33.17,-96.13,23790.97
IL,40.54,-89.68,3249319.13
IA,41.94,-91.64,652143.284
IL,38.07,-89.59,76835.5
MO,38.12,-91.42,47459
CT,41.75,-72.63,93559.8
KS,37.69,-98.71,52492.052
LA,32.46,-93.71,102794.84
IN,41.48,-87.03,112570.876
OH,40.54,-84.18,94344.944
KY,37.29,-87.05,168392.25
OH,39.18,-84.50,102795.964
OH,39.31,-84.31,27343.546
UT,41.60,-112.17,44773.632
PA,41.57,-76.04,700176.68
CA,38.53,-121.40,327002.188
TX,35.49,-101.04,63913.64
MS,33.49,-90.51,9131.17
AK,61.19,-149.83,36835.86
CO,38.32,-104.53,606424.452
WI,44.54,-88.01,60460.076
LA,28.88,-90.02,7364.98
IN,40.42,-86.91,352284.438
KS,38.90,-98.84,50261.362
NM,32.24,-108.55,47838.246
NC,36.08,-79.97,45019.46039
IL,41.38,-90.51,85963.5
IA,42.48,-95.42,40563.448
TN,35.39,-86.31,25811.75
IA,41.98,-91.67,28394.244
CA,32.89,-117.20,22617.916
CA,32.90,-117.20,39715.748
MD,39.21,-76.56,17796.5
AZ,33.21,-111.65,55927.75
IN,39.76,-86.30,62961.676
TX,33.00,-96.73,48291.95199
OR,45.54,-122.94,62011.36418
IL,41.38,-90.51,1633.25
MS,34.99,-89.65,1700.25
WI,43.57,-88.42,28124.244
WV,39.51,-77.95,27709.44
TX,31.84,-102.32,246551.408
CA,34.03,-117.98,39745.492
KS,39.15,-94.64,12346.702
GA,34.36,-83.47,67973.9
KY,37.65,-87.50,2579109.712
IN,38.26,-85.84,32346.246
ND,46.87,-100.88,681851.404
IN,41.22,-87.02,4610726.218
LA,30.29,-93.29,1726044.706
TX,32.66,-98.31,166574.274
NC,36.13,-80.26,39287.252
MS,31.18,-89.39,25635.452
IL,38.99,-87.72,51246.334
LA,29.94,-89.98,89812.286
CT,41.45,-72.14,90303.66
IN,40.08,-85.11,27668.636
SD,44.03,-103.19,44576
FL,30.66,-81.47,86312.462
GA,31.66,-81.84,234850.668
IN,40.79,-85.88,50870.612
MI,41.93,-85.02,32988.776
MT,45.97,-112.69,32620.328
WA,47.04,-119.19,0
CA,39.08,-121.40,88636
OK,36.46,-98.19,56979.55
AK,68.03,-162.90,148097.028
TX,33.45,-94.32,19178.176
ND,46.88,-102.30,68585.792
NY,43.20,-77.63,390286.8
SD,44.91,-98.50,75573.616
CA,38.16,-122.57,86373.942
HI,21.30,-158.09,602605.1
NV,39.49,-119.61,197059.258
IL,41.31,-88.59,33170.176
ME,43.66,-70.33,61634.966
MD,39.37,-77.34,60743.75
KS,38.04,-98.00,91617.7
OK,34.59,-98.50,79004.556
NY,42.80,-78.84,75641.716
NY,41.46,-74.36,83253.352
AR,34.46,-92.90,43878.284
RI,41.80,-71.52,14257.696
MN,44.38,-93.23,52642.598
TX,29.72,-95.39,19526.776
AR,34.51,-91.54,40096.952
SC,34.11,-80.78,64205.75
GA,34.13,-84.04,108710.5
NY,43.06,-77.93,149184.674
TX,26.23,-98.03,7691
NM,35.28,-106.67,14387
LA,29.94,-90.27,241999.936
MO,38.18,-90.34,1903878.098
OR,45.18,-123.28,43106.146
MI,42.16,-83.21,204738.85
OH,41.19,-80.78,24828.456
VA,37.46,-79.99,911696.98
VA,37.27,-80.00,100255.516
KY,37.66,-87.51,64610.356
NC,34.79,-78.91,111151.75
NY,40.68,-73.77,59255.818
NY,43.15,-77.60,23574.012
NC,36.36,-79.84,50807.25
CO,39.79,-105.11,75302.06
KY,38.21,-85.84,34537.02
TX,29.73,-95.10,270947.83
KS,39.18,-95.72,60147.4
AR,34.85,-91.59,148166.5
IN,39.74,-86.21,27792.18
WA,45.80,-120.18,244654.894
IA,40.39,-91.40,393765.498
OR,43.09,-123.41,25499.916
LA,32.54,-92.76,39870.9
OR,43.19,-123.38,43153.25
MD,39.66,-77.82,82880.5
NC,35.76,-80.56,35210.75
NJ,39.71,-75.12,22637.762
IL,38.82,-90.01,180470.7
TX,32.00,-95.27,120629.5
LA,30.20,-91.01,64131.176
KY,37.95,-83.95,229212.75
KY,38.74,-84.41,33328.45
OH,38.90,-83.90,195836.798
NJ,40.52,-74.43,123290.336
IL,38.70,-88.54,14838.496
LA,30.05,-90.67,108982.344
LA,30.15,-93.34,301462.886
LA,30.00,-90.39,125490.734
WV,37.82,-81.17,135418.25
MN,47.26,-93.63,95063.992
ID,47.80,-116.87,103161.168
ID,47.79,-116.92,696295.72
PA,40.62,-76.45,310206.688
NY,40.76,-73.95,934293.61
NY,40.76,-73.75,0
CO,40.86,-105.02,1738576.416
CO,38.63,-104.71,1157069.474
TX,33.07,-96.45,48097.52
FL,30.63,-81.55,45379.75
NY,44.04,-75.77,91385.218
PA,40.33,-75.95,20826.372
KY,37.21,-86.72,48675.074
CA,38.31,-121.84,54862.25
TX,26.45,-98.18,186458.396
MS,33.38,-89.22,3226486.88
NJ,40.45,-74.35,941309.412
SD,45.87,-96.73,45813.628
MN,44.08,-92.51,94552.058
OK,35.69,-97.22,1780786.6
CA,40.51,-122.43,171016.816
AZ,33.33,-112.84,2079183.396
FL,28.43,-81.58,85875.646
NM,35.17,-106.60,86640.98
VA,37.28,-79.15,35465.35
VA,38.55,-77.77,280090.814
MI,43.19,-84.84,450324.632
NY,42.63,-73.75,16874.388
OH,40.80,-81.33,142200.86
AL,33.33,-86.36,169836.89
TN,35.30,-84.76,439683.088
KS,37.22,-95.58,22774.55
NY,43.21,-75.43,35315.568
AR,34.04,-93.04,33725.47
TN,35.56,-84.91,224058.75
RI,41.80,-71.52,1356222.124
AR,35.85,-90.73,31247.932
NY,40.82,-73.06,59025.352
OH,41.30,-84.34,257236.496
NC,34.84,-79.74,3434173.12
SD,44.69,-100.06,86.8
NM,35.04,-106.67,121453.932
NM,31.80,-106.55,462085.636
TX,29.59,-97.97,1553283.202
CA,37.73,-121.12,20430.224
WA,45.65,-122.72,737162.568
MI,42.27,-83.11,35580.952
